ccn_str,facility_name_reit_file,state,owner_cluster,year,event_time,ltcfocus_facility_name,ltcfocus_state,ltcfocus_total_beds,ltcfocus_residents,ltcfocus_avg_dailycensus,ltcfocus_medicaid_share,ltcfocus_medicare_share,ltcfocus_rn_hprd,ltcfocus_lpn_hprd,ltcfocus_cna_hprd,ltcfocus_directcare_hprd,ltcfocus_obs_rehosprate,ltcfocus_adj_rehosprate,ltcfocus_source_file,cms_provider_name,cms_ownership_type,cms_legal_business_name,cms_certified_beds,cms_average_residents,cms_chow_last_12mos,cms_overall_rating,cms_survey_rating,cms_quality_rating,cms_staffing_rating,cms_rn_staffing_rating,cms_provider_aide_hprd,cms_provider_lpn_hprd,cms_provider_rn_hprd,cms_provider_total_licensed_hprd,cms_provider_total_nurse_hprd,cms_provider_pt_hprd,cms_staffing_file_quarters,cms_staffing_file_aide_hprd,cms_staffing_file_lpn_hprd,cms_staffing_file_rn_hprd,cms_staffing_file_total_licensed_hprd,cms_staffing_file_total_nurse_hprd,cms_staffing_file_pt_hprd,cms_staffing_file_expected_aide,cms_staffing_file_expected_lpn,cms_staffing_file_expected_rn,cms_staffing_file_expected_total,cms_staffing_file_adjusted_aide,cms_staffing_file_adjusted_lpn,cms_staffing_file_adjusted_rn,cms_staffing_file_adjusted_total,cms_deficiency_citations,cms_deficiency_distinct_tags,cms_deficiency_complaint_citations,cms_deficiency_standard_citations,cms_deficiency_unique_survey_dates,cms_survey_summary_health_deficiencies,cms_survey_summary_fire_deficiencies,cms_survey_summary_health_severity_score,cms_survey_summary_health_ij_count,cms_survey_summary_health_severe_count
185210,The Willows at Harrodsburg,KY,American Healthcare REIT / Trilogy,2015,0,THE JAMES B. HAGGIN MEMORIAL HOSPITAL,KY,34,,32.52,87.88,0.0,0.0,1.705,2.58,4.285,0.0952,,facility_2015.xls,THE JAMES B. HAGGIN MEMORIAL HOSPITAL,Non profit - Corporation,THE JAMES B. HAGGIN MEMORIAL HOSPITAL INC,34,33,N,5,3,5,4,3,2.5803,1.70455,0.57576,2.2803,4.86061,0.04394,4.0,2.59621,1.7234850000000002,0.626515,2.35,4.946210000000001,0.036365,2.562945,0.6271225,0.8159225,4.00599,2.4855475,2.2876425,0.579315,4.9807875,11.0,11.0,0.0,11.0,2.0,,,,,
185210,The Willows at Harrodsburg,KY,American Healthcare REIT / Trilogy,2016,1,THE WILLOWS AT HARRODSBURG,KY,34,,29.82,75.86,0.0,0.31,1.591,1.938,3.84,0.2143,,facility_2016.xls,THE JAMES B. HAGGIN MEMORIAL HOSPITAL,Non profit - Corporation,THE JAMES B. HAGGIN MEMORIAL HOSPITAL INC,34,33,N,5,3,5,4,3,2.5803,1.70455,0.57576,2.2803,4.86061,0.04394,4.0,2.3358825,1.77283,0.6920999999999999,2.4649275,4.8008125,0.0264275,2.6081849999999998,0.6172025,0.8138325,4.039225,2.1995525,2.39237,0.638145,4.791415,12.0,10.0,0.0,12.0,2.0,,,,,
185210,The Willows at Harrodsburg,KY,American Healthcare REIT / Trilogy,2017,2,THE WILLOWS AT HARRODSBURG,KY,34,30,31.73,62.5,6.25,0.178,1.438,1.745,3.361,0.1212,0.1321,facility_2017.xls,THE WILLOWS AT HARRODSBURG,For profit - Corporation,TRILOGY HEALTHCARE OF MERCER LLC,34,29,N,4,2,5,4,4,1.93793,1.59138,0.68103,2.27241,4.21034,0.02931,,,,,,,,,,,,,,,,19.0,14.0,0.0,19.0,3.0,5,,,0,0
235451,The Oaks at Battle Creek,MI,American Healthcare REIT / Trilogy,2013,-2,THE OAKS AT NORTHPOINTE WOODS,MI,77,,67.45,53.33,37.33,0.491,0.991,2.365,3.846,0.1158,,facility_2013.xls,THE OAKS AT NORTHPOINTE WOODS,FOR PROFIT - CORPORATION,TRILOGY HEALTHCARE OF BATTLE CREEK LLC,77,76,N,1,1,4,2,2,2.08,0.98,0.52,1.5,3.58,0.08,4.0,2.29,0.9875,0.61,1.5975,3.895,0.08,2.4225,0.6535,1.2245,4.3,2.3225,1.2575,0.3725,3.6525,23.0,23.0,4.0,19.0,3.0,,,,,
235451,The Oaks at Battle Creek,MI,American Healthcare REIT / Trilogy,2014,-1,THE OAKS AT NORTHPOINTE WOODS,MI,77,,70.16,44.93,24.64,0.608,0.941,2.367,3.915,0.1327,0.1449,facility_2014.xls,THE OAKS AT NORTHPOINTE WOODS,For profit - Corporation,TRILOGY HEALTHCARE OF BATTLE CREEK LLC,77,75,N,2,1,5,4,3,2.36467,0.99067,0.64267,1.63333,3.99801,0.07933,4.0,2.36467,0.99067,0.64267,1.63333,3.99801,0.07933,2.39439,0.64143,1.23751,4.27333,2.42324,1.28192,0.38804,3.7712,2.0,2.0,2.0,0.0,1.0,,,,,
235451,The Oaks at Battle Creek,MI,American Healthcare REIT / Trilogy,2015,0,THE OAKS AT NORTHPOINTE WOODS,MI,77,,69.0,27.03,44.59,0.472,0.852,2.176,3.501,0.1484,0.1668,facility_2015.xls,THE OAKS AT NORTHPOINTE WOODS,For profit - Corporation,TRILOGY HEALTHCARE OF BATTLE CREEK LLC,77,74,N,3,2,5,3,3,2.17635,0.85203,0.71757,1.56959,3.74595,0.13581,4.0,2.2234299999999996,0.88669,0.698845,1.585525,3.808965,0.12168999999999999,2.444655,0.662355,1.307665,4.414675,2.233015,1.1131674999999999,0.39935,3.481095,13.0,13.0,4.0,9.0,4.0,,,,,
235451,The Oaks at Battle Creek,MI,American Healthcare REIT / Trilogy,2016,1,THE OAKS AT NORTHPOINTE WOODS,MI,77,,60.34,40.3,38.81,0.582,1.084,,,0.1238,,facility_2016.xls,THE OAKS AT NORTHPOINTE WOODS,For profit - Corporation,TRILOGY HEALTHCARE OF BATTLE CREEK LLC,77,74,N,3,2,5,3,3,2.17635,0.85203,0.71757,1.56959,3.74595,0.13581,4.0,2.05049,0.96818,0.9927400000000001,1.960915,4.01141,0.134695,2.4242850000000002,0.651385,1.233895,4.30957,2.07421,1.241795,0.62391,3.768485,6.0,6.0,0.0,6.0,1.0,,,,,
235451,The Oaks at Battle Creek,MI,American Healthcare REIT / Trilogy,2017,2,THE OAKS AT NORTHPOINTE WOODS,MI,77,42,61.68,57.81,25.0,0.365,1.029,1.991,3.385,0.1128,0.1433,facility_2017.xls,THE OAKS AT NORTHPOINTE WOODS,For profit - Corporation,TRILOGY HEALTHCARE OF BATTLE CREEK LLC,77,64,N,3,2,5,3,4,1.99141,1.02891,0.71641,1.74531,3.73673,0.11484,,,,,,,,,,,,,,,,39.0,31.0,20.0,35.0,5.0,8,,,0,0
235735,The Oaks at Jamestown,MI,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235735,The Oaks at Jamestown,MI,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235735,The Oaks at Jamestown,MI,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235735,The Oaks at Jamestown,MI,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235735,The Oaks at Jamestown,MI,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366365,WILLOWS AT BELLEVUE,OH,American Healthcare REIT / Trilogy,2013,-2,WILLOWS AT BELLEVUE,OH,60,,54.25,28.07,28.07,0.664,0.993,2.048,3.705,0.1667,0.1576,facility_2013.xls,WILLOWS AT BELLEVUE,FOR PROFIT - CORPORATION,"TRILOGY HEALTHCARE OF BELLEVUE, LLC",50,42,N,5,4,4,5,5,2.27,1.5,1.13,2.63,4.9,0.14,4.0,2.16,1.245,1.02,2.27,4.425000000000001,0.12000000000000001,2.3745,0.6535,1.1155,4.145,2.2350000000000003,1.58,0.685,4.305,4.0,4.0,0.0,4.0,2.0,,,,,
366365,WILLOWS AT BELLEVUE,OH,American Healthcare REIT / Trilogy,2014,-1,WILLOWS AT BELLEVUE,OH,60,,51.87,33.96,26.42,0.618,1.165,2.414,4.197,0.1615,0.164,facility_2014.xls,WILLOWS AT BELLEVUE,For profit - Corporation,"TRILOGY HEALTHCARE OF BELLEVUE, LLC",60,53,N,5,5,4,4,4,2.41415,1.16509,0.90849,2.07358,4.48773,0.1066,4.0,2.2312,1.079035,0.910825,1.9898600000000002,4.22106,0.104615,2.403495,0.6682575,1.1618475,4.233605,2.274465,1.33884,0.586695,4.015295,2.0,2.0,0.0,2.0,2.0,,,,,
366365,WILLOWS AT BELLEVUE,OH,American Healthcare REIT / Trilogy,2015,0,WILLOWS AT BELLEVUE,OH,60,,55.73,30.36,30.36,0.514,1.08,1.773,3.368,0.1675,0.1599,facility_2015.xls,WILLOWS AT BELLEVUE,For profit - Corporation,"TRILOGY HEALTHCARE OF BELLEVUE, LLC",60,53,N,5,5,2,4,4,2.41415,1.16509,0.90849,2.07358,4.48773,0.1066,4.0,2.41415,1.16509,0.90849,2.07358,4.48773,0.1066,2.50751,0.69988,1.2148,4.42219,2.36235,1.3817,0.5588,4.09064,6.0,6.0,0.0,6.0,2.0,,,,,
366365,WILLOWS AT BELLEVUE,OH,American Healthcare REIT / Trilogy,2016,1,WILLOWS AT BELLEVUE,OH,60,,54.07,33.33,25.93,0.613,1.182,1.865,3.66,0.1531,,facility_2016.xls,WILLOWS AT BELLEVUE,For profit - Corporation,"TRILOGY HEALTHCARE OF BELLEVUE, LLC",60,56,N,5,5,3,3,4,1.77321,1.08036,0.80893,1.88929,3.6625,0.10804,4.0,1.77321,1.08036,0.80893,1.88929,3.6625,0.10804,2.53496,0.65033,1.1267,4.31199,1.71637,1.37884,0.53646,3.42375,5.0,5.0,0.0,5.0,1.0,,,,,
366365,WILLOWS AT BELLEVUE,OH,American Healthcare REIT / Trilogy,2017,2,WILLOWS AT BELLEVUE,OH,60,47,56.67,35.09,29.82,0.735,0.94,1.674,3.349,0.2149,0.2034,facility_2017.xls,WILLOWS AT BELLEVUE,For profit - Corporation,"TRILOGY HEALTHCARE OF BELLEVUE, LLC",60,57,N,3,3,4,3,4,1.67368,0.94035,0.95965,1.9,3.57368,0.10439,,,,,,,,,,,,,,,,8.0,7.0,0.0,8.0,3.0,2,,,0,0
366474,VIOLET SPRINGS HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366474,VIOLET SPRINGS HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366474,VIOLET SPRINGS HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366474,VIOLET SPRINGS HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366474,VIOLET SPRINGS HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366492,NORWICH SPRINGS HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366492,NORWICH SPRINGS HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366492,NORWICH SPRINGS HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366492,NORWICH SPRINGS HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366492,NORWICH SPRINGS HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366498,LIBERTY STATION HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366498,LIBERTY STATION HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366498,LIBERTY STATION HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366498,LIBERTY STATION HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366498,LIBERTY STATION HEALTH CAMPUS,OH,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366499,WILLOWS AT BOWLING GREEN THE,OH,American Healthcare REIT / Trilogy,2013,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366499,WILLOWS AT BOWLING GREEN THE,OH,American Healthcare REIT / Trilogy,2014,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366499,WILLOWS AT BOWLING GREEN THE,OH,American Healthcare REIT / Trilogy,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366499,WILLOWS AT BOWLING GREEN THE,OH,American Healthcare REIT / Trilogy,2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366499,WILLOWS AT BOWLING GREEN THE,OH,American Healthcare REIT / Trilogy,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
