ccn_str,facility_name_reit_file,state,owner_cluster,year,event_time,ltcfocus_facility_name,ltcfocus_state,ltcfocus_total_beds,ltcfocus_residents,ltcfocus_avg_dailycensus,ltcfocus_medicaid_share,ltcfocus_medicare_share,ltcfocus_rn_hprd,ltcfocus_lpn_hprd,ltcfocus_cna_hprd,ltcfocus_directcare_hprd,ltcfocus_source_file
365310,MANORCARE HEALTH SERVICES - NORTH OLMSTED,OH,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES - NORTH OLMSTED,OH,178,,152.46,73.68,11.84,0.605,0.755,2.126,3.485,facility_2011.xls
365310,MANORCARE HEALTH SERVICES - NORTH OLMSTED,OH,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES - NORTH OLMSTED,OH,178,,159.21,75.16,14.29,0.36,0.843,1.851,3.053,facility_2012.xls
365310,MANORCARE HEALTH SERVICES - NORTH OLMSTED,OH,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES - NORTH OLMSTED,OH,165,,149.37,73.68,14.47,0.522,0.733,1.961,3.216,facility_2013.xls
365315,HEARTLAND VICTORIAN VILLAGE,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND VICTORIAN VILLAGE,OH,148,,,69.23,14.42,0.5653846153846155,0.8846153846153846,1.9144230769230768,3.364423076923077,facil2009new.xls
365315,HEARTLAND VICTORIAN VILLAGE,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND VICTORIAN VILLAGE,OH,148,,,76.24,9.9,0.6905940594059405,0.65,1.750990099009901,3.0915841584158414,facil2010new.xls
365315,HEARTLAND VICTORIAN VILLAGE,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND VICTORIAN VILLAGE,OH,148,,89.99,81.0,8.0,0.584,0.699,1.915,3.197,facility_2011.xls
365315,HEARTLAND VICTORIAN VILLAGE,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND VICTORIAN VILLAGE,OH,148,,89.89,89.77,3.41,0.541,0.841,2.053,3.435,facility_2012.xls
365315,HEARTLAND VICTORIAN VILLAGE,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND VICTORIAN VILLAGE,OH,104,,84.04,82.61,8.7,0.601,0.821,2.047,3.469,facility_2013.xls
365316,MANORCARE HEALTH SERVICES-AKRON,OH,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-AKRON,OH,117,,,66.67,19.79,0.4932291666666666,0.9395833333333332,2.178125,3.6109375,facil2009new.xls
365316,MANORCARE HEALTH SERVICES-AKRON,OH,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-AKRON,OH,117,,,66.67,19.79,0.4932291666666666,0.9395833333333332,2.178125,3.6109375,facil2010new.xls
365316,MANORCARE HEALTH SERVICES-AKRON,OH,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-AKRON,OH,117,,107.54,66.07,19.64,0.671,0.753,2.017,3.44,facility_2011.xls
365316,MANORCARE HEALTH SERVICES-AKRON,OH,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-AKRON,OH,117,,106.72,61.17,19.42,0.837,0.768,2.257,3.863,facility_2012.xls
365316,MANORCARE HEALTH SERVICES-AKRON,OH,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-AKRON,OH,117,,107.75,61.95,23.89,0.669,0.788,1.947,3.404,facility_2013.xls
365324,MANORCARE HLTH SVCS-BELDEN VIL,OH,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HLTH SVCS-BELDEN VIL,OH,139,,,76.34,9.16,0.3652671755725191,0.998854961832061,2.2251908396946565,3.589312977099236,facil2009new.xls
365324,MANORCARE HLTH SVCS-BELDEN VIL,OH,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HLTH SVCS-BELDEN VIL,OH,139,,,76.34,9.16,0.3652671755725191,0.998854961832061,2.2251908396946565,3.589312977099236,facil2010new.xls
365324,MANORCARE HLTH SVCS-BELDEN VIL,OH,Healthpeak / HCR ManorCare,2011,0,MANORCARE HLTH SVCS-BELDEN VIL,OH,139,,122.45,72.59,6.67,0.357,0.865,1.926,3.147,facility_2011.xls
365324,MANORCARE HLTH SVCS-BELDEN VIL,OH,Healthpeak / HCR ManorCare,2012,1,MANORCARE HLTH SVCS-BELDEN VIL,OH,139,,118.69,72.93,9.77,0.261,0.728,1.773,2.761,facility_2012.xls
365324,MANORCARE HLTH SVCS-BELDEN VIL,OH,Healthpeak / HCR ManorCare,2013,2,MANORCARE HLTH SVCS-BELDEN VIL,OH,139,,118.03,82.03,4.69,0.293,0.799,1.953,3.045,facility_2013.xls
365330,HEARTLAND OF WAUSEON,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF WAUSEON,OH,50,,,70.27,8.11,0.377027027027027,0.7932432432432431,2.2635135135135136,3.4337837837837837,facil2009new.xls
365330,HEARTLAND OF WAUSEON,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF WAUSEON,OH,50,,,68.42,2.63,0.2368421052631578,0.356578947368421,1.061842105263158,1.6552631578947368,facil2010new.xls
365330,HEARTLAND OF WAUSEON,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF WAUSEON,OH,50,,39.43,75.0,8.33,0.315,0.869,2.342,3.526,facility_2011.xls
365330,HEARTLAND OF WAUSEON,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF WAUSEON,OH,50,,42.22,66.67,5.56,0.328,0.731,2.203,3.261,facility_2012.xls
365330,HEARTLAND OF WAUSEON,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF WAUSEON,OH,50,,39.68,86.11,0.0,0.687,0.472,2.339,3.499,facility_2013.xls
365340,MANORCARE HEALTH SERVICES-BARBERTON,OH,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-BARBERTON,OH,120,,,57.66,16.22,0.3945945945945945,0.6981981981981982,1.8153153153153152,2.908108108108108,facil2009new.xls
365340,MANORCARE HEALTH SERVICES-BARBERTON,OH,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-BARBERTON,OH,120,,,53.57,10.71,0.4888392857142857,0.6785714285714286,1.9370535714285713,3.1044642857142852,facil2010new.xls
365340,MANORCARE HEALTH SERVICES-BARBERTON,OH,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-BARBERTON,OH,120,,107.28,55.17,20.69,0.479,0.645,1.852,2.975,facility_2011.xls
365340,MANORCARE HEALTH SERVICES-BARBERTON,OH,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-BARBERTON,OH,120,,108.68,61.06,12.39,0.419,0.661,1.854,2.935,facility_2012.xls
365340,MANORCARE HEALTH SERVICES-BARBERTON,OH,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-BARBERTON,OH,120,,106.17,56.64,7.96,0.388,0.686,1.783,2.857,facility_2013.xls
365355,MANORCARE HEALTH SERVICES-MAYFIELD HTS,OH,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-MAYFIELD HTS,OH,150,,,62.59,13.67,0.4762589928057554,0.9618705035971225,2.0467625899280577,3.484892086330935,facil2009new.xls
365355,MANORCARE HEALTH SERVICES-MAYFIELD HTS,OH,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-MAYFIELD HTS,OH,150,,,53.57,18.57,0.4632142857142857,0.8582142857142857,1.9339285714285712,3.255357142857143,facil2010new.xls
365355,MANORCARE HEALTH SERVICES-MAYFIELD HTS,OH,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-MAYFIELD HTS,OH,150,,121.92,62.18,30.25,0.593,0.793,2.373,3.76,facility_2011.xls
365355,MANORCARE HEALTH SERVICES-MAYFIELD HTS,OH,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-MAYFIELD HTS,OH,150,,122.3,62.18,21.85,0.501,0.9,1.995,3.396,facility_2012.xls
365355,MANORCARE HEALTH SERVICES-MAYFIELD HTS,OH,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-MAYFIELD HTS,OH,150,,108.77,82.69,7.69,0.63,0.988,2.317,3.935,facility_2013.xls
365365,HEARTLAND OF URBANA,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF URBANA,OH,85,,,76.56,9.38,0.18125,0.7375,1.76640625,2.6851562500000004,facil2009new.xls
365365,HEARTLAND OF URBANA,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF URBANA,OH,85,,,63.83,10.64,0.2276595744680851,0.7553191489361702,1.9351063829787232,2.918085106382979,facil2010new.xls
365365,HEARTLAND OF URBANA,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF URBANA,OH,85,,45.55,79.17,8.33,0.531,0.525,1.68,2.736,facility_2011.xls
365365,HEARTLAND OF URBANA,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF URBANA,OH,85,,49.69,82.61,8.7,0.783,0.73,1.98,3.493,facility_2012.xls
365365,HEARTLAND OF URBANA,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF URBANA,OH,85,,38.72,82.61,8.7,0.783,0.73,1.98,3.493,facility_2013.xls
365374,HEARTLAND OF BEAVERCREEK,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF BEAVERCREEK,OH,100,,,31.33,16.87,0.4783132530120481,0.8518072289156625,2.0602409638554215,3.390361445783132,facil2009new.xls
365374,HEARTLAND OF BEAVERCREEK,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF BEAVERCREEK,OH,100,,,31.33,16.87,0.4783132530120481,0.8518072289156625,2.0602409638554215,3.390361445783132,facil2010new.xls
365374,HEARTLAND OF BEAVERCREEK,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF BEAVERCREEK,OH,100,,86.96,34.09,14.77,0.501,0.677,2.172,3.349,facility_2011.xls
365374,HEARTLAND OF BEAVERCREEK,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF BEAVERCREEK,OH,100,,81.86,31.46,23.6,0.584,0.759,2.031,3.374,facility_2012.xls
365374,HEARTLAND OF BEAVERCREEK,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF BEAVERCREEK,OH,115,,82.49,51.81,18.07,0.472,0.749,2.102,3.323,facility_2013.xls
365392,MANORCARE HEALTH SERVICES-ROCKY RIVER,OH,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-ROCKY RIVER,OH,210,,,76.3,8.15,0.5977777777777779,0.8018518518518518,1.8503703703703704,3.25,facil2009new.xls
365392,MANORCARE HEALTH SERVICES-ROCKY RIVER,OH,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-ROCKY RIVER,OH,210,,,75.52,17.48,0.4150349650349651,0.7849650349650351,1.9615384615384617,3.1615384615384623,facil2010new.xls
365392,MANORCARE HEALTH SERVICES-ROCKY RIVER,OH,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-ROCKY RIVER,OH,200,,115.93,76.52,10.61,0.561,0.725,2.002,3.288,facility_2011.xls
365392,MANORCARE HEALTH SERVICES-ROCKY RIVER,OH,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-ROCKY RIVER,OH,140,,100.3,73.53,10.78,0.542,0.854,1.856,3.253,facility_2012.xls
365392,MANORCARE HEALTH SERVICES-ROCKY RIVER,OH,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-ROCKY RIVER,OH,140,,96.29,74.75,14.14,0.6,0.77,1.964,3.334,facility_2013.xls
365393,HEARTLAND OF JACKSON,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF JACKSON,OH,88,,,79.17,9.72,0.4451388888888888,0.6729166666666666,1.8861111111111113,3.004166666666667,facil2009new.xls
365393,HEARTLAND OF JACKSON,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF JACKSON,OH,88,,,78.79,3.03,0.4946969696969697,0.6242424242424243,2.025757575757575,3.1446969696969695,facil2010new.xls
365393,HEARTLAND OF JACKSON,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF JACKSON,OH,88,,70.38,68.75,14.06,0.433,0.474,2.13,3.038,facility_2011.xls
365393,HEARTLAND OF JACKSON,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF JACKSON,OH,82,,73.57,67.07,15.85,0.519,0.502,1.957,2.979,facility_2012.xls
365393,HEARTLAND OF JACKSON,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF JACKSON,OH,82,,72.33,82.67,8.0,0.379,0.469,1.571,2.419,facility_2013.xls
365453,HEARTLAND OF OREGON,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF OREGON,OH,110,,,67.01,11.34,0.4809278350515464,0.7371134020618557,1.731958762886598,2.95,facil2009new.xls
365453,HEARTLAND OF OREGON,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF OREGON,OH,110,,,66.33,18.37,0.4841836734693878,0.8964285714285712,1.964795918367347,3.3454081632653057,facil2010new.xls
365453,HEARTLAND OF OREGON,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF OREGON,OH,101,,89.19,74.19,11.83,0.535,0.999,2.111,3.646,facility_2011.xls
365453,HEARTLAND OF OREGON,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF OREGON,OH,125,,95.8,72.45,12.24,0.442,0.968,1.987,3.397,facility_2012.xls
365453,HEARTLAND OF OREGON,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF OREGON,OH,125,,95.7,72.45,12.24,0.442,0.968,1.987,3.397,facility_2013.xls
365514,HEARTLAND OF SPRINGFIELD,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF SPRINGFIELD,OH,126,,,48.15,28.4,0.4216049382716049,0.7765432098765431,1.8024691358024691,3.0006172839506173,facil2009new.xls
365514,HEARTLAND OF SPRINGFIELD,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF SPRINGFIELD,OH,126,,,54.46,15.84,0.4485148514851486,0.9608910891089107,1.900990099009901,3.3103960396039604,facil2010new.xls
365514,HEARTLAND OF SPRINGFIELD,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF SPRINGFIELD,OH,126,,79.92,59.04,14.46,0.499,1.059,2.031,3.589,facility_2011.xls
365514,HEARTLAND OF SPRINGFIELD,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF SPRINGFIELD,OH,126,,93.95,64.71,6.86,0.433,0.815,2.202,3.45,facility_2012.xls
365514,HEARTLAND OF SPRINGFIELD,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF SPRINGFIELD,OH,126,,96.9,83.52,5.49,0.438,0.718,2.207,3.362,facility_2013.xls
365525,HEARTLAND OF CENTERBURG,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF CENTERBURG,OH,71,,,64.71,11.76,0.5639705882352941,1.0176470588235291,1.7669117647058823,3.3485294117647055,facil2009new.xls
365525,HEARTLAND OF CENTERBURG,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF CENTERBURG,OH,71,,,78.95,3.51,0.5078947368421053,1.381578947368421,1.947368421052632,3.836842105263158,facil2010new.xls
365525,HEARTLAND OF CENTERBURG,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF CENTERBURG,OH,71,,51.88,67.31,5.77,0.721,1.203,2.113,4.038,facility_2011.xls
365525,HEARTLAND OF CENTERBURG,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF CENTERBURG,OH,71,,44.38,59.57,17.02,0.472,1.196,2.137,3.805,facility_2012.xls
365525,HEARTLAND OF CENTERBURG,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF CENTERBURG,OH,71,,38.92,59.57,17.02,0.472,1.196,2.137,3.805,facility_2013.xls
365532,HEARTLAND OF GREENVILLE,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF GREENVILLE,OH,92,,,51.9,17.72,0.329746835443038,0.7708860759493671,2.0854430379746836,3.1860759493670887,facil2009new.xls
365532,HEARTLAND OF GREENVILLE,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF GREENVILLE,OH,92,,,51.85,25.93,0.4432098765432098,0.7290123456790124,1.9814814814814816,3.153703703703704,facil2010new.xls
365532,HEARTLAND OF GREENVILLE,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF GREENVILLE,OH,92,,75.73,56.41,14.1,0.404,0.78,1.991,3.176,facility_2011.xls
365532,HEARTLAND OF GREENVILLE,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF GREENVILLE,OH,92,,75.89,54.32,20.99,0.467,0.53,1.739,2.736,facility_2012.xls
365532,HEARTLAND OF GREENVILLE,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF GREENVILLE,OH,92,,72.59,54.32,20.99,0.467,0.53,1.739,2.736,facility_2013.xls
365535,HEARTLAND OF PERRYSBURG,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF PERRYSBURG,OH,122,,,49.11,23.21,0.515625,0.9959821428571428,1.9370535714285713,3.4486607142857144,facil2009new.xls
365535,HEARTLAND OF PERRYSBURG,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF PERRYSBURG,OH,122,,,37.61,30.28,0.5298165137614679,1.0233944954128442,1.990366972477064,3.543577981651376,facil2010new.xls
365535,HEARTLAND OF PERRYSBURG,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF PERRYSBURG,OH,122,,109.7,42.74,19.66,0.553,1.043,1.945,3.541,facility_2011.xls
365535,HEARTLAND OF PERRYSBURG,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF PERRYSBURG,OH,122,,105.17,47.27,20.0,0.626,0.895,1.947,3.468,facility_2012.xls
365535,HEARTLAND OF PERRYSBURG,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF PERRYSBURG,OH,122,,103.58,65.42,14.95,0.573,1.036,2.022,3.632,facility_2013.xls
365557,HEARTLAND OF EATON,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF EATON,OH,100,,,67.06,7.06,0.2294117647058823,0.8117647058823529,1.8411764705882352,2.8823529411764706,facil2009new.xls
365557,HEARTLAND OF EATON,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF EATON,OH,100,,,71.25,11.25,0.330625,0.860625,1.893125,3.0843749999999996,facil2010new.xls
365557,HEARTLAND OF EATON,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF EATON,OH,100,,80.57,71.08,7.23,0.344,0.757,1.825,2.926,facility_2011.xls
365557,HEARTLAND OF EATON,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF EATON,OH,100,,76.2,67.09,10.13,0.449,0.608,1.908,2.965,facility_2012.xls
365557,HEARTLAND OF EATON,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF EATON,OH,100,,71.52,76.71,6.85,0.383,0.805,1.908,3.096,facility_2013.xls
365559,HEARTLAND-LANSING,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND-LANSING,OH,100,,,49.43,16.09,0.4298850574712644,0.664367816091954,1.9086206896551725,3.0028735632183907,facil2009new.xls
365559,HEARTLAND-LANSING,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND-LANSING,OH,100,,,64.2,13.58,0.2864197530864198,0.7697530864197532,1.6407407407407404,2.6969135802469135,facil2010new.xls
365559,HEARTLAND-LANSING,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND-LANSING,OH,100,,71.97,70.67,10.67,0.578,0.709,1.782,3.069,facility_2011.xls
365559,HEARTLAND-LANSING,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND-LANSING,OH,99,,78.43,67.82,11.49,0.553,0.956,1.939,3.448,facility_2012.xls
365559,HEARTLAND-LANSING,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND-LANSING,OH,99,,80.93,67.82,11.49,0.553,0.956,1.939,3.448,facility_2013.xls
365576,HEARTLAND OF CHILLICOTHE,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF CHILLICOTHE,OH,100,,,59.34,17.58,0.5714285714285714,0.6521978021978021,1.8076923076923077,3.0313186813186808,facil2009new.xls
365576,HEARTLAND OF CHILLICOTHE,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF CHILLICOTHE,OH,100,,,68.09,17.02,0.5249999999999999,0.5835106382978723,1.9446808510638296,3.053191489361702,facil2010new.xls
365576,HEARTLAND OF CHILLICOTHE,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF CHILLICOTHE,OH,100,,91.27,61.54,17.58,0.484,0.897,2.409,3.79,facility_2011.xls
365576,HEARTLAND OF CHILLICOTHE,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF CHILLICOTHE,OH,100,,87.64,66.33,17.35,0.404,0.751,1.965,3.12,facility_2012.xls
365576,HEARTLAND OF CHILLICOTHE,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF CHILLICOTHE,OH,100,,88.92,68.13,17.58,0.66,0.676,1.899,3.236,facility_2013.xls
365577,HEARTLAND OF MARYSVILLE,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF MARYSVILLE,OH,100,,,53.85,19.23,0.3448717948717948,0.6814102564102563,1.8916666666666668,2.917948717948718,facil2009new.xls
365577,HEARTLAND OF MARYSVILLE,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF MARYSVILLE,OH,100,,,78.08,5.48,0.8452054794520548,0.4664383561643835,2.1212328767123285,3.432876712328767,facil2010new.xls
365577,HEARTLAND OF MARYSVILLE,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF MARYSVILLE,OH,100,,76.54,69.14,9.88,0.612,0.417,2.034,3.063,facility_2011.xls
365577,HEARTLAND OF MARYSVILLE,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF MARYSVILLE,OH,100,,77.38,69.14,9.88,0.612,0.417,2.034,3.063,facility_2012.xls
365577,HEARTLAND OF MARYSVILLE,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF MARYSVILLE,OH,100,,67.95,64.29,11.43,0.489,0.534,1.841,2.864,facility_2013.xls
365584,HEARTLAND OF PORTSMOUTH,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF PORTSMOUTH,OH,121,,,70.64,17.43,0.4151376146788991,0.83348623853211,2.0564220183486235,3.305045871559633,facil2009new.xls
365584,HEARTLAND OF PORTSMOUTH,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF PORTSMOUTH,OH,121,,,65.42,16.82,0.3626168224299065,0.8397196261682243,1.9560747663551403,3.1584112149532713,facil2010new.xls
365584,HEARTLAND OF PORTSMOUTH,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF PORTSMOUTH,OH,121,,107.84,59.05,20.95,0.375,0.768,1.916,3.059,facility_2011.xls
365584,HEARTLAND OF PORTSMOUTH,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF PORTSMOUTH,OH,121,,105.19,59.05,20.95,0.375,0.768,1.916,3.059,facility_2012.xls
365584,HEARTLAND OF PORTSMOUTH,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF PORTSMOUTH,OH,121,,96.38,69.89,18.28,0.366,0.855,2.031,3.253,facility_2013.xls
365594,MANORCARE HEALTH SERVICES-EUCLID BEACH,OH,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES-EUCLID BEACH,OH,202,,,82.78,9.93,0.5387417218543046,0.8185430463576159,1.9158940397350992,3.2731788079470197,facil2009new.xls
365594,MANORCARE HEALTH SERVICES-EUCLID BEACH,OH,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES-EUCLID BEACH,OH,202,,,78.47,11.81,0.5288194444444445,0.539236111111111,2.014930555555555,3.0829861111111105,facil2010new.xls
365594,MANORCARE HEALTH SERVICES-EUCLID BEACH,OH,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES-EUCLID BEACH,OH,186,,133.56,75.0,9.56,0.46,0.553,2.165,3.177,facility_2011.xls
365594,MANORCARE HEALTH SERVICES-EUCLID BEACH,OH,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES-EUCLID BEACH,OH,160,,132.99,83.45,11.51,0.332,0.532,2.049,2.913,facility_2012.xls
365594,MANORCARE HEALTH SERVICES-EUCLID BEACH,OH,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES-EUCLID BEACH,OH,149,,129.59,86.15,11.54,0.525,0.704,2.152,3.382,facility_2013.xls
365607,HEARTLAND OF PIQUA,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF PIQUA,OH,100,,,53.61,19.59,0.3561855670103092,0.7134020618556701,1.8706185567010307,2.94020618556701,facil2009new.xls
365607,HEARTLAND OF PIQUA,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF PIQUA,OH,100,,,64.29,12.86,0.46,0.9014285714285716,2.5664285714285717,3.9278571428571425,facil2010new.xls
365607,HEARTLAND OF PIQUA,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF PIQUA,OH,100,,77.51,62.65,15.66,0.616,0.725,2.035,3.377,facility_2011.xls
365607,HEARTLAND OF PIQUA,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF PIQUA,OH,100,,79.45,28.26,71.74,0.548,0.627,1.825,3.0,facility_2012.xls
365607,HEARTLAND OF PIQUA,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF PIQUA,OH,100,,79.12,69.33,14.67,0.58,0.636,2.121,3.337,facility_2013.xls
365615,HEARTLAND OF BELLEFONTAINE,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF BELLEFONTAINE,OH,100,,,65.48,19.05,0.4059523809523809,0.5482142857142858,1.8541666666666667,2.8083333333333336,facil2009new.xls
365615,HEARTLAND OF BELLEFONTAINE,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF BELLEFONTAINE,OH,100,,,67.42,14.61,0.5252808988764045,0.5679775280898877,1.8415730337078653,2.934831460674157,facil2010new.xls
365615,HEARTLAND OF BELLEFONTAINE,OH,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF BELLEFONTAINE,OH,100,,83.25,65.22,14.13,0.615,0.594,1.879,3.088,facility_2011.xls
365615,HEARTLAND OF BELLEFONTAINE,OH,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF BELLEFONTAINE,OH,99,,77.2,78.38,8.11,0.668,0.59,2.034,3.291,facility_2012.xls
365615,HEARTLAND OF BELLEFONTAINE,OH,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF BELLEFONTAINE,OH,99,,78.42,71.43,11.69,0.621,0.494,1.753,2.868,facility_2013.xls
365616,HEARTLAND OF KETTERING,OH,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF KETTERING,OH,100,,,50.0,18.29,0.5182926829268293,0.951219512195122,2.0085365853658534,3.478048780487805,facil2009new.xls
365616,HEARTLAND OF KETTERING,OH,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF KETTERING,OH,100,,,51.09,13.04,0.4619565217391304,0.8478260869565217,1.7902173913043478,3.1,facil2010new.xls
