ccn_str,facility_name_reit_file,state,owner_cluster,year,event_time,ltcfocus_facility_name,ltcfocus_state,ltcfocus_total_beds,ltcfocus_residents,ltcfocus_avg_dailycensus,ltcfocus_medicaid_share,ltcfocus_medicare_share,ltcfocus_rn_hprd,ltcfocus_lpn_hprd,ltcfocus_cna_hprd,ltcfocus_directcare_hprd,ltcfocus_source_file
215069,MANORCARE HEALTH SERVICES - DULANEY,MD,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES - DULANEY,MD,135,,116.38,82.91,16.24,0.783,0.997,1.741,3.521,facility_2011.xls
215069,MANORCARE HEALTH SERVICES - DULANEY,MD,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES - DULANEY,MD,135,,110.98,63.48,12.17,0.537,0.999,1.74,3.275,facility_2012.xls
215069,MANORCARE HEALTH SERVICES - DULANEY,MD,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES - DULANEY,MD,135,,107.43,91.51,5.66,0.584,1.199,1.901,3.684,facility_2013.xls
215077,MANORCARE HEALTH SERVICES - RUXTON,MD,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES - RUXTON,MD,232,,,50.31,25.16,0.4220125786163523,1.3930817610062896,1.7660377358490569,3.581132075471699,facil2009new.xls
215077,MANORCARE HEALTH SERVICES - RUXTON,MD,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES - RUXTON,MD,232,,,63.95,18.6,0.4418604651162791,1.3750000000000002,1.7218023255813952,3.5386627906976744,facil2010new.xls
215077,MANORCARE HEALTH SERVICES - RUXTON,MD,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES - RUXTON,MD,232,,158.4,67.26,20.83,0.426,0.678,1.604,2.708,facility_2011.xls
215077,MANORCARE HEALTH SERVICES - RUXTON,MD,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES - RUXTON,MD,232,,160.77,71.18,18.82,0.706,1.034,1.795,3.536,facility_2012.xls
215077,MANORCARE HEALTH SERVICES - RUXTON,MD,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES - RUXTON,MD,232,,156.43,75.0,16.46,0.685,1.059,1.887,3.631,facility_2013.xls
215095,MANORCARE HEALTH SERVICES - BETHESDA,MD,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES - BETHESDA,MD,110,,,57.95,21.59,0.0,1.1448863636363635,1.9125,3.057386363636363,facil2009new.xls
215095,MANORCARE HEALTH SERVICES - BETHESDA,MD,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES - BETHESDA,MD,110,,,51.81,16.87,0.394578313253012,0.8698795180722891,2.0283132530120485,3.2927710843373497,facil2010new.xls
215095,MANORCARE HEALTH SERVICES - BETHESDA,MD,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES - BETHESDA,MD,110,,76.77,59.3,22.09,0.716,1.106,1.878,3.701,facility_2011.xls
215095,MANORCARE HEALTH SERVICES - BETHESDA,MD,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES - BETHESDA,MD,110,,75.14,80.0,15.38,0.577,1.396,1.996,3.969,facility_2012.xls
215095,MANORCARE HEALTH SERVICES - BETHESDA,MD,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES - BETHESDA,MD,110,,69.66,72.22,16.67,1.092,0.908,1.948,3.949,facility_2013.xls
215109,MANORCARE HEALTH SERVICES - ROSSVILLE,MD,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES - ROSSVILLE,MD,172,,,47.59,37.24,0.313103448275862,0.9237931034482758,1.797586206896552,3.0344827586206895,facil2009new.xls
215109,MANORCARE HEALTH SERVICES - ROSSVILLE,MD,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES - ROSSVILLE,MD,172,,,32.74,31.55,0.7261904761904762,1.0324404761904762,1.8419642857142855,3.600595238095238,facil2010new.xls
215109,MANORCARE HEALTH SERVICES - ROSSVILLE,MD,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES - ROSSVILLE,MD,185,,152.72,36.62,30.28,0.912,1.082,2.071,4.065,facility_2011.xls
215109,MANORCARE HEALTH SERVICES - ROSSVILLE,MD,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES - ROSSVILLE,MD,185,,154.16,47.06,21.76,0.899,0.866,1.47,3.235,facility_2012.xls
215109,MANORCARE HEALTH SERVICES - ROSSVILLE,MD,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES - ROSSVILLE,MD,185,,154.02,39.33,26.0,0.878,0.883,2.054,3.815,facility_2013.xls
215171,MANORCARE HEALTH SERVICES - POTOMAC,MD,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES - POTOMAC,MD,158,,,31.58,32.89,0.3601973684210526,0.8963815789473685,1.9266447368421056,3.1832236842105264,facil2009new.xls
215171,MANORCARE HEALTH SERVICES - POTOMAC,MD,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES - POTOMAC,MD,158,,,33.55,35.48,0.463225806451613,0.7622580645161291,1.8993548387096773,3.1248387096774195,facil2010new.xls
215171,MANORCARE HEALTH SERVICES - POTOMAC,MD,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES - POTOMAC,MD,158,,134.99,27.14,39.29,0.707,0.733,2.074,3.514,facility_2011.xls
215171,MANORCARE HEALTH SERVICES - POTOMAC,MD,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES - POTOMAC,MD,158,,139.3,35.25,28.06,0.8,0.595,4.164,5.559,facility_2012.xls
215171,MANORCARE HEALTH SERVICES - POTOMAC,MD,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES - POTOMAC,MD,158,,136.14,39.34,38.52,1.052,0.921,2.347,4.32,facility_2013.xls
215224,MANORCARE HEALTH SERVICES  -SILVER SPR,MD,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES  -SILVER SPR,MD,148,,,70.9,18.66,0.4451492537313433,1.2675373134328358,1.9406716417910448,3.653358208955224,facil2009new.xls
215224,MANORCARE HEALTH SERVICES  -SILVER SPR,MD,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES  -SILVER SPR,MD,129,,,72.87,12.4,0.5116279069767442,1.153875968992248,1.964341085271318,3.62984496124031,facil2010new.xls
215224,MANORCARE HEALTH SERVICES  -SILVER SPRING,MD,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES  -SILVER SPRING,MD,148,,124.1,72.54,19.72,0.524,1.204,1.8,3.528,facility_2011.xls
215224,MANORCARE HEALTH SERVICES  -SILVER SPRING,MD,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES  -SILVER SPRING,MD,148,,129.9,79.29,16.43,0.481,1.175,1.924,3.58,facility_2012.xls
215224,MANORCARE HEALTH SERVICES  -SILVER SPRING,MD,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES  -SILVER SPRING,MD,148,,132.58,79.1,14.93,0.621,1.061,1.916,3.597,facility_2013.xls
215301,MANORCARE HEALTH SERVICES - ROLAND PAR,MD,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES - ROLAND PAR,MD,120,,,68.75,17.86,0.2803571428571428,0.9058035714285714,2.4745535714285714,3.6607142857142856,facil2009new.xls
215301,MANORCARE HEALTH SERVICES - ROLAND PAR,MD,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES - ROLAND PAR,MD,120,,,80.41,12.37,0.5283505154639175,1.16340206185567,1.9690721649484533,3.6608247422680407,facil2010new.xls
215301,MANORCARE HEALTH SERVICES - ROLAND PARK,MD,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES - ROLAND PARK,MD,120,,110.06,56.9,18.97,0.529,0.926,1.708,3.163,facility_2011.xls
215301,MANORCARE HEALTH SERVICES - ROLAND PARK,MD,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES - ROLAND PARK,MD,120,,107.22,81.72,13.98,0.692,1.071,1.917,3.68,facility_2012.xls
215301,MANORCARE HEALTH SERVICES - ROLAND PARK,MD,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES - ROLAND PARK,MD,120,,109.58,68.97,16.38,0.912,0.591,1.733,3.235,facility_2013.xls
215347,MANORCARE HEALTH SERVICES - WOODBRIDGE,MD,Healthpeak / HCR ManorCare,2009,-2,MANORCARE HEALTH SERVICES - WOODBRIDGE,MD,110,,,60.19,32.41,0.2574074074074075,1.3259259259259255,1.627777777777778,3.2111111111111117,facil2009new.xls
215347,MANORCARE HEALTH SERVICES - WOODBRIDGE,MD,Healthpeak / HCR ManorCare,2010,-1,MANORCARE HEALTH SERVICES - WOODBRIDGE,MD,120,,,41.74,39.13,0.591304347826087,1.508695652173913,1.9221739130434785,4.022173913043479,facil2010new.xls
215347,MANORCARE HEALTH SERVICES - WOODBRIDGE VALLEY,MD,Healthpeak / HCR ManorCare,2011,0,MANORCARE HEALTH SERVICES - WOODBRIDGE VALLEY,MD,120,,106.76,41.74,39.13,0.591,1.509,1.922,4.022,facility_2011.xls
215347,MANORCARE HEALTH SERVICES - WOODBRIDGE VALLEY,MD,Healthpeak / HCR ManorCare,2012,1,MANORCARE HEALTH SERVICES - WOODBRIDGE VALLEY,MD,120,,103.09,40.38,46.15,0.762,1.244,1.79,3.796,facility_2012.xls
215347,MANORCARE HEALTH SERVICES - WOODBRIDGE VALLEY,MD,Healthpeak / HCR ManorCare,2013,2,MANORCARE HEALTH SERVICES - WOODBRIDGE VALLEY,MD,120,,105.18,44.14,37.84,0.768,1.039,1.923,3.731,facility_2013.xls
235004,HEARTLAND HEALTH CARE CENTER-KNOLLVIEW,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER-KNOLLVIEW,MI,107,,,62.5,17.71,0.5875,0.0,2.0015625000000004,2.5890625000000003,facil2009new.xls
235004,HEARTLAND HEALTH CARE CENTER-KNOLLVIEW,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER-KNOLLVIEW,MI,107,,,59.41,26.73,1.0247524752475248,0.5079207920792079,2.053465346534654,3.586138613861386,facil2010new.xls
235004,HEARTLAND HEALTH CARE CENTER-KNOLLVIEW,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER-KNOLLVIEW,MI,107,,98.85,59.41,26.73,0.536,0.508,2.053,3.098,facility_2011.xls
235004,HEARTLAND HEALTH CARE CENTER-KNOLLVIEW,MI,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER-KNOLLVIEW,MI,107,,99.43,49.49,25.25,1.04,0.508,2.053,3.601,facility_2012.xls
235004,HEARTLAND HEALTH CARE CENTER-KNOLLVIEW,MI,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER-KNOLLVIEW,MI,107,,99.29,56.25,13.54,0.506,0.599,2.105,3.21,facility_2013.xls
235016,HEARTLAND HEALTH CARE CENTER-JACKSON,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER-JACKSON,MI,100,,,58.54,25.61,0.4835365853658536,0.6323170731707316,1.9579268292682928,3.073780487804878,facil2009new.xls
235016,HEARTLAND HEALTH CARE CENTER-JACKSON,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER-JACKSON,MI,100,,,66.67,26.92,0.741025641025641,0.6198717948717949,2.21025641025641,3.5711538461538455,facil2010new.xls
235016,HEARTLAND HEALTH CARE CENTER-JACKSON,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER-JACKSON,MI,100,,74.72,69.86,20.55,0.37,0.619,1.967,2.956,facility_2011.xls
235016,HEARTLAND HEALTH CARE CENTER-JACKSON,MI,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER-JACKSON,MI,100,,70.89,56.25,29.69,0.557,0.771,1.984,3.312,facility_2012.xls
235016,HEARTLAND HEALTH CARE CENTER-JACKSON,MI,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER-JACKSON,MI,100,,79.4,53.25,29.87,0.816,0.532,2.348,3.697,facility_2013.xls
235023,HEARTLAND HEALTH CARE CENTER-BATTLE CR,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER-BATTLE CR,MI,65,,,51.92,21.15,0.6625000000000001,0.5903846153846154,2.6653846153846152,3.918269230769231,facil2009new.xls
235023,HEARTLAND HEALTH CARE CENTER-BATTLE CR,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER-BATTLE CR,MI,65,,,45.76,40.68,0.7635593220338982,0.4703389830508475,1.8703389830508472,3.1042372881355926,facil2010new.xls
235023,HEARTLAND HEALTH CARE CENTER-BATTLE CREEK,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER-BATTLE CREEK,MI,65,,58.52,58.62,22.41,0.724,0.489,1.953,3.166,facility_2011.xls
235023,HEARTLAND HEALTH CARE CENTER-BATTLE CREEK,MI,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER-BATTLE CREEK,MI,65,,48.54,75.0,22.73,1.182,0.488,2.159,3.828,facility_2012.xls
235023,HEARTLAND HEALTH CARE CENTER-BATTLE CREEK,MI,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER-BATTLE CREEK,MI,65,,44.97,36.54,28.85,0.356,0.945,1.766,3.067,facility_2013.xls
235032,HEARTLAND HEALTH CARE CENTER-IONIA,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER-IONIA,MI,120,,,68.83,12.99,0.6116883116883117,0.6779220779220778,2.1772727272727272,3.4668831168831167,facil2009new.xls
235032,HEARTLAND HEALTH CARE CENTER-IONIA,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER-IONIA,MI,120,,,63.44,23.66,0.6016129032258065,0.6967741935483872,2.0,3.2983870967741935,facil2010new.xls
235032,HEARTLAND HEALTH CARE CENTER-IONIA,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER-IONIA,MI,120,,93.14,72.53,17.58,0.77,0.509,2.13,3.409,facility_2011.xls
235032,HEARTLAND HEALTH CARE CENTER-IONIA,MI,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER-IONIA,MI,120,,89.78,76.92,15.38,0.823,0.583,2.059,3.465,facility_2012.xls
235032,HEARTLAND HEALTH CARE CENTER-IONIA,MI,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER-IONIA,MI,120,,82.89,70.93,12.79,0.724,0.53,2.045,3.299,facility_2013.xls
235057,HEARTLAND HEALTH CARE CENTER-UNIVERSIT,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER-UNIVERSIT,MI,172,,,38.74,38.74,0.4981981981981982,1.228828828828829,2.3063063063063063,4.033333333333334,facil2009new.xls
235057,HEARTLAND HEALTH CARE CENTER-UNIVERSIT,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER-UNIVERSIT,MI,172,,,35.71,33.04,0.4316964285714286,1.0580357142857142,1.9607142857142856,3.450446428571428,facil2010new.xls
235057,HEARTLAND HEALTH CARE CENTER-UNIVERSITY,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER-UNIVERSITY,MI,142,,104.5,37.17,16.81,0.474,1.109,2.105,3.688,facility_2011.xls
235057,HEARTLAND HEALTH CARE CENTER-UNIVERSITY,MI,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER-UNIVERSITY,MI,142,,99.05,51.96,31.37,0.442,1.098,1.924,3.464,facility_2012.xls
235057,HEARTLAND HEALTH CARE CENTER-LIVONIA,MI,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER-LIVONIA,MI,142,,92.79,58.24,30.77,0.382,1.41,2.263,4.055,facility_2013.xls
235077,HEARTLAND OF HOLLAND,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND OF HOLLAND,MI,103,,,80.82,9.59,0.3705479452054794,0.978082191780822,2.232876712328767,3.581506849315069,facil2009new.xls
235077,HEARTLAND OF HOLLAND,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND OF HOLLAND,MI,103,,,78.46,12.31,0.6192307692307693,0.6130769230769231,1.9123076923076925,3.1446153846153844,facil2010new.xls
235077,HEARTLAND OF HOLLAND,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND OF HOLLAND,MI,103,,55.5,70.0,11.67,0.418,0.978,2.102,3.498,facility_2011.xls
235077,HEARTLAND OF HOLLAND,MI,Healthpeak / HCR ManorCare,2012,1,HEARTLAND OF HOLLAND,MI,103,,58.69,51.79,16.07,0.776,0.584,1.952,3.312,facility_2012.xls
235077,HEARTLAND OF HOLLAND,MI,Healthpeak / HCR ManorCare,2013,2,HEARTLAND OF HOLLAND,MI,103,,55.25,65.0,18.33,0.863,0.568,2.072,3.503,facility_2013.xls
235103,HEARTLAND HEALTH CARE CENTER-GRAND RAP,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER-GRAND RAP,MI,198,,,71.33,13.33,0.8223333333333332,0.835,2.427666666666666,4.085,facil2009new.xls
235103,HEARTLAND HEALTH CARE CENTER-GRAND RAP,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER-GRAND RAP,MI,198,,,69.75,16.05,0.6271604938271604,0.8111111111111111,2.1604938271604937,3.5987654320987654,facil2010new.xls
235103,HEARTLAND HEALTH CARE CENTER-GRAND RAPIDS,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER-GRAND RAPIDS,MI,198,,156.22,67.68,12.8,0.693,0.749,2.178,3.62,facility_2011.xls
235103,HEARTLAND HEALTH CARE CENTER-GRAND RAPIDS,MI,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER-GRAND RAPIDS,MI,198,,157.86,75.84,8.72,0.949,0.653,2.124,3.726,facility_2012.xls
235103,HEARTLAND HEALTH CARE CENTER-GRAND RAPIDS,MI,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER-GRAND RAPIDS,MI,198,,163.95,77.71,7.83,0.773,0.717,2.423,3.913,facility_2013.xls
235109,HEARTLAND HEALTH CARE CENTER-GEORGIAN,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER-GEORGIAN,MI,80,,,0.0,57.53,0.4698630136986301,1.0753424657534247,1.8013698630136987,3.3465753424657536,facil2009new.xls
235109,HEARTLAND HEALTH CARE CENTER-GEORGIAN,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER-GEORGIAN,MI,80,,,0.0,55.81,0.9023255813953488,1.4767441860465118,2.7093023255813953,5.088372093023256,facil2010new.xls
235109,HEARTLAND HEALTH CARE CENTER-GEORGIAN EAST,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER-GEORGIAN EAST,MI,80,,53.96,0.0,55.88,0.61,1.072,1.718,3.399,facility_2011.xls
235109,HEARTLAND HEALTH CARE CENTER-GEORGIAN EAST,MI,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER-GEORGIAN EAST,MI,80,,60.13,0.0,56.25,0.842,1.407,2.209,4.458,facility_2012.xls
235109,HEARTLAND HEALTH CARE CENTER - GROSSE POINTE WOODS,MI,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER - GROSSE POINTE WOODS,MI,80,,66.96,0.0,35.82,0.504,1.269,1.761,3.535,facility_2013.xls
235114,HEARTLAND HEALTH CARE CENTER-KALAMAZOO,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER-KALAMAZOO,MI,172,,,75.4,10.32,0.4642857142857143,0.713095238095238,1.709126984126984,2.886507936507937,facil2009new.xls
235114,HEARTLAND HEALTH CARE CENTER-KALAMAZOO,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER-KALAMAZOO,MI,172,,,60.82,12.37,0.9170103092783504,0.7453608247422681,2.018041237113402,3.680412371134021,facil2010new.xls
235114,HEARTLAND HEALTH CARE CENTER-KALAMAZOO,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER-KALAMAZOO,MI,172,,97.15,75.24,12.38,0.557,0.856,2.051,3.464,facility_2011.xls
235114,HEARTLAND HEALTH CARE CENTER-KALAMAZOO,MI,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER-KALAMAZOO,MI,172,,86.81,79.07,8.14,0.517,0.83,2.662,4.009,facility_2012.xls
235114,HEARTLAND HEALTH CARE CENTER-KALAMAZOO,MI,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER-KALAMAZOO,MI,172,,82.7,81.25,8.75,1.071,0.739,3.066,4.876,facility_2013.xls
235132,HEARTLAND HEALTH CARE CENTER-FOSTRIAN,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER-FOSTRIAN,MI,118,,,32.04,39.81,0.5631067961165049,1.019417475728155,2.442233009708738,4.024757281553398,facil2009new.xls
235132,HEARTLAND HEALTH CARE CENTER-FOSTRIAN,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER-FOSTRIAN,MI,118,,,32.63,34.74,0.6699999999999999,1.0478947368421052,2.6452631578947368,4.363157894736842,facil2010new.xls
235132,HEARTLAND HEALTH CARE CENTER-FOSTRIAN,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER-FOSTRIAN,MI,116,,102.91,32.76,44.83,0.683,0.993,2.418,4.094,facility_2011.xls
235132,HEARTLAND HEALTH CARE CENTER-FOSTRIAN,MI,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER-FOSTRIAN,MI,140,,105.64,28.44,29.36,0.733,0.979,2.65,4.362,facility_2012.xls
235132,HEARTLAND HEALTH CARE CENTER-FOSTRIAN,MI,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER-FOSTRIAN,MI,140,,104.07,36.04,37.84,0.613,0.922,2.063,3.598,facility_2013.xls
235139,HEARTLAND HEALTH CARE CENTER-SAGINAW,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER-SAGINAW,MI,103,,,70.59,18.82,0.5123529411764707,0.571764705882353,2.178235294117647,3.262352941176471,facil2009new.xls
235139,HEARTLAND HEALTH CARE CENTER-SAGINAW,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER-SAGINAW,MI,103,,,76.81,13.04,0.7630434782608695,0.7840579710144928,2.36304347826087,3.910144927536232,facil2010new.xls
235139,HEARTLAND HEALTH CARE CENTER-SAGINAW,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER-SAGINAW,MI,103,,76.81,70.51,14.1,0.472,0.685,2.769,3.927,facility_2011.xls
235139,HEARTLAND HEALTH CARE CENTER-SAGINAW,MI,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER-SAGINAW,MI,103,,79.53,63.41,24.39,0.612,0.646,2.105,3.363,facility_2012.xls
235139,HEARTLAND HEALTH CARE CENTER-SAGINAW,MI,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER-SAGINAW,MI,103,,67.32,66.25,21.25,0.781,0.473,2.148,3.403,facility_2013.xls
235184,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,MI,97,,,34.07,45.05,0.4956043956043955,0.7302197802197801,2.024725274725274,3.25054945054945,facil2009new.xls
235184,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,MI,117,,,28.16,52.43,0.4378640776699029,0.6451456310679611,1.7888349514563109,2.8718446601941743,facil2010new.xls
235184,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,MI,117,,78.7,46.48,36.62,1.459,0.293,2.906,4.658,facility_2011.xls
235184,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,MI,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,MI,117,,95.46,35.51,48.6,0.677,0.981,2.223,3.882,facility_2012.xls
235184,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,MI,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,MI,117,,98.8,33.67,43.88,0.816,0.913,2.388,4.117,facility_2013.xls
235206,HEARTLAND HEALTH CARE CENTER-WHITEHALL,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER-WHITEHALL,MI,125,,,73.08,12.5,0.4298076923076923,0.6634615384615384,2.395192307692308,3.4884615384615385,facil2009new.xls
235206,HEARTLAND HEALTH CARE CENTER-WHITEHALL,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER-WHITEHALL,MI,125,,,60.36,13.51,0.3531531531531531,0.4058558558558558,1.7247747747747746,2.4837837837837835,facil2010new.xls
235206,HEARTLAND HEALTH CARE CENTER-WHITEHALL,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER-WHITEHALL,MI,125,,107.08,61.06,12.39,0.515,0.554,1.532,2.602,facility_2011.xls
235206,HEARTLAND HEALTH CARE CENTER-WHITEHALL,MI,Healthpeak / HCR ManorCare,2012,1,HEARTLAND HEALTH CARE CENTER-WHITEHALL,MI,125,,105.87,69.81,10.38,0.454,0.509,2.316,3.279,facility_2012.xls
235206,HEARTLAND HEALTH CARE CENTER-WHITEHALL,MI,Healthpeak / HCR ManorCare,2013,2,HEARTLAND HEALTH CARE CENTER-WHITEHALL,MI,125,,101.96,64.86,16.22,0.52,0.599,2.221,3.34,facility_2013.xls
235217,HEARTLAND HEALTH CARE CENTER-GEORGIAN,MI,Healthpeak / HCR ManorCare,2009,-2,HEARTLAND HEALTH CARE CENTER-GEORGIAN,MI,199,,,0.0,30.0,0.9575,0.8424999999999999,2.0475,3.8474999999999993,facil2009new.xls
235217,HEARTLAND HEALTH CARE CENTER-GEORGIAN,MI,Healthpeak / HCR ManorCare,2010,-1,HEARTLAND HEALTH CARE CENTER-GEORGIAN,MI,199,,,0.0,48.54,0.8567961165048545,0.7296116504854369,1.689320388349515,3.2757281553398063,facil2010new.xls
235217,HEARTLAND HEALTH CARE CENTER-GEORGIAN BLOOMFIELD,MI,Healthpeak / HCR ManorCare,2011,0,HEARTLAND HEALTH CARE CENTER-GEORGIAN BLOOMFIELD,MI,199,,81.58,0.0,54.55,0.921,0.805,1.843,3.569,facility_2011.xls
